y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
-0.298596831093045,139441,2,12,4,3,0,2752,5091,178,109,159,3078,1640,119,4,79,17
-0.130915978662307,139441,2,12,3,10,0,10460,19057,1457,1361,1674,11710,6112,1108,5,130,29
-0.350997097477651,139441,3,12,3,3,0,2413,4373,177,113,154,2812,1503,132,0,66,14
4.09516550525615,139441,2,12,2,10,1,50128,87991,2211,790,1119,61027,32048,1386,58,1572,147
0.469067071441429,139441,2,12,2,3,0,7244,13594,671,410,580,6228,3200,396,19,325,49
-0.0732756856392406,139441,2,12,1,9,0,10472,20849,1191,1073,1389,16034,7852,1016,1,152,33
0.170385553049176,139441,3,12,1,3,1,11692,19479,481,265,364,15432,9328,379,3,249,27
0.327586352202993,139441,3,12,7,9,1,13720,24137,537,232,305,19728,11056,422,0,325,14
-0.0575556057238589,139441,2,12,7,3,0,11844,22538,1530,1407,1692,15220,7912,1250,0,161,31
-0.188556271685373,139441,3,12,6,10,0,4694,8668,280,183,250,4309,2324,199,3,113,26
0.0996451934299583,139441,2,12,5,10,0,21744,42334,4258,4100,4540,37849,18952,3798,0,233,19
-0.282876751177664,139441,2,12,5,10,0,3112,5590,208,127,145,3887,2174,165,0,88,18
-0.288116777816124,139441,2,12,5,10,0,2847,5133,193,115,133,3779,2072,152,0,90,14
-0.16235613849307,139441,2,12,5,3,0,2549,4896,249,134,168,3631,1917,183,5,137,10
1.00878981520287,138414,2,12,4,5,1,22784,39941,887,337,417,34415,19312,684,2,577,20
-0.277636724539203,138414,2,12,3,10,0,10060,19680,1264,1209,1425,17272,8548,1162,4,86,18
-0.419117443777638,138414,3,12,3,3,0,1722,2981,163,123,148,1868,1050,123,2,40,12
1.30747133359512,138414,1,12,2,12,1,53264,111785,1706,1103,1655,92512,39776,1307,15,678,20
-0.364097164073802,138414,3,12,2,3,0,3930,7509,130,86,112,5009,2410,101,4,54,17
-0.450557603608402,138414,3,12,1,11,0,1591,2825,121,88,111,2116,1161,100,0,34,8
-0.348377084158421,138414,2,12,1,3,0,2848,5066,200,142,184,3561,1963,157,3,66,12
-0.560598163016074,138414,1,12,7,10,0,1384,2467,15,15,20,2196,1172,15,0,0,0
-0.513437923269929,138414,1,12,7,10,0,3454,6853,118,104,130,6282,3100,106,0,16,2
-0.309076884369966,138414,3,12,7,3,0,2723,4888,176,118,143,2964,1621,143,0,72,24
-0.243576551389209,138414,2,12,6,10,0,8488,15294,1341,1270,1489,9684,5244,995,3,99,19
-0.282876751177664,138458,2,12,6,3,0,8284,15104,1521,1462,1711,10266,5372,1200,0,88,18
0.733688416683688,138458,2,12,5,11,0,19552,34143,2806,2531,3420,17748,9824,1779,10,412,72
-0.25405660466613,138458,3,12,5,3,0,2478,4306,212,124,149,2612,1443,166,0,100,17
1.06905012154516,138895,2,12,5,3,0,9560,18264,973,559,885,9217,4748,621,36,523,63
-0.104715845470004,138895,1,12,4,11,1,36208,61262,1141,1068,1728,30131,14112,559,18,143,13
-0.136156005300767,138895,2,12,4,2,0,4940,9390,385,306,501,5860,2930,273,33,107,22
-0.458417643566093,138895,2,12,3,10,0,1683,2929,192,171,221,1585,858,131,1,27,11
-0.0261154458930954,138895,3,12,3,3,0,5280,9578,368,237,345,4480,2422,268,2,155,47
-0.233096498112288,138895,3,12,2,9,0,3002,5318,268,185,247,3039,1676,194,4,98,23
-0.364097164073802,138895,1,12,2,3,0,3766,7149,298,260,431,5782,2938,244,2,56,17
-0.0392155124892469,138895,2,12,1,11,0,4512,7808,423,284,431,5183,2954,316,6,172,21
-0.264536657943052,138895,3,12,1,3,0,2690,4628,252,168,226,3052,1727,199,0,96,17
-0.298596831093045,138895,1,12,7,10,1,19800,28663,479,424,805,5187,2752,248,16,76,8
0.144185419856873,138895,2,12,7,9,0,17576,33058,5352,5202,6547,23135,11792,4104,11,227,31
-0.406017377181487,138895,1,12,7,3,0,3290,6085,306,284,402,4986,2584,247,1,44,14
0.125845326622261,138895,2,12,6,11,0,13280,24198,2055,1912,2720,17627,9344,1716,7,216,39
-0.0077753526584834,138895,1,12,6,3,1,18480,28438,517,366,460,12078,6752,319,6,187,18
-0.466277683523784,138353,1,12,5,10,0,7268,13989,2087,2079,12074,13544,7096,1975,7,26,3
-0.440077550331481,138353,1,12,5,3,1,2645,4270,134,109,170,2330,1377,101,7,29,10
-0.408637390500717,138353,1,12,4,11,0,4284,8387,355,316,513,7283,3634,291,0,47,11
-0.374577217350724,138353,1,12,4,3,1,7968,13023,206,158,223,6734,3492,138,4,57,10
8.46872992074162e-05,138353,1,12,3,11,0,16576,30612,3572,3464,4802,24363,12888,3014,4,174,36
-0.476757736800705,138353,1,12,3,2,0,1925,3481,97,83,126,2307,1180,77,6,18,8
-0.319556937646888,138353,1,12,2,11,0,3786,7329,338,283,450,6336,3216,280,0,77,15
-0.52391797654685,138353,1,12,2,2,0,1536,3094,84,76,99,2903,1407,76,1,12,1
-0.408637390500717,138353,2,11,1,9,0,1728,3155,108,65,95,2313,1232,77,1,48,9
0.322346325564533,138329,1,11,1,3,1,25248,40125,726,467,863,16132,8608,451,24,285,28
0.0734450602376554,138329,1,11,7,9,0,4894,8899,355,181,264,4914,2712,246,9,202,31
-0.332657004243039,138329,1,11,7,3,0,2935,5439,237,182,401,3901,2044,201,4,64,19
-0.34313705751996,138329,1,11,6,10,0,2425,4462,260,213,433,3017,1510,175,4,66,13
-0.348377084158421,138329,1,11,6,2,1,16416,31950,459,411,539,21436,9568,363,2,65,14
0.0158047672145891,138329,1,11,5,11,0,5812,10465,343,204,301,4976,2764,240,2,164,54
-0.421737457096869,138329,1,11,5,3,0,2545,4846,165,131,167,3675,1901,134,0,40,13
-0.324796964285348,138329,1,11,4,10,0,2257,4372,230,173,327,3188,1557,168,3,76,11
-0.141396031939228,138329,1,11,4,3,1,27072,84885,421,304,487,35637,9712,263,4,139,17
-0.238336524750749,138185,1,11,3,11,1,10940,27951,417,335,591,15066,5100,319,8,101,14
-0.136156005300767,138185,1,11,3,2,1,50912,164528,630,513,952,54653,12704,346,8,144,10
-0.031355472531556,138185,1,11,2,10,1,28752,47358,802,654,1268,14091,7456,408,10,179,13
0.0813051001953463,138185,1,11,2,3,1,27216,81908,541,335,540,26869,7760,315,4,219,22
-0.379817243989184,138185,1,11,1,10,0,2352,5234,232,182,258,4101,1761,181,2,60,7
-0.24881657802767,138185,1,11,1,3,0,3416,6167,356,298,641,4530,2388,280,19,77,23
-0.416497430458408,138185,1,11,7,11,0,2149,4120,197,156,219,3302,1640,161,0,48,7
1.50135231921816,138185,1,11,7,3,1,53456,93790,1576,995,1469,32646,14912,884,20,697,70
-0.377197230669954,138185,1,11,6,11,0,2168,3891,211,168,202,2873,1539,171,0,53,17
-0.24881657802767,137893,1,11,6,3,0,3102,5939,360,288,512,3537,1780,275,7,84,28
-0.136156005300767,137893,1,11,5,10,1,39344,103050,588,460,695,39304,11392,336,7,146,9
0.880409162560584,137893,1,11,5,3,1,100768,220447,2101,1735,2331,59658,18880,885,17,449,84
0.154665473133794,137893,3,11,4,11,0,9056,16362,1006,847,1153,9562,5180,740,3,226,44
0.0498649403645829,137893,1,11,4,2,1,11444,46054,555,418,717,13737,4320,438,14,172,47
-0.261916644623821,137893,1,11,3,11,0,13544,30235,517,458,667,26622,11760,447,2,99,13
0.762508563195221,137893,1,11,3,2,1,37376,68610,1150,808,1341,22100,10880,724,20,411,74
-0.560598163016074,137893,1,11,3,2,0,1228,2392,17,17,19,2392,1228,17,0,0,0
-0.306456871050736,137177,1,11,1,10,0,22984,59040,438,374,542,12716,4968,262,4,85,8
-0.392917310585336,137177,2,11,1,3,0,1445,2774,217,167,211,1924,1005,154,0,56,8
-0.461037656885323,137177,1,11,7,12,0,3754,8533,658,640,2085,6838,3224,598,2,29,7
-0.295976817773815,137177,2,11,7,3,0,8728,17827,2295,2235,2828,15418,7344,2099,2,86,13
0.594827710764482,137177,3,11,6,10,0,5990,11123,657,361,512,5057,2628,428,18,370,53
0.0996451934299583,137177,1,11,6,3,0,4582,9193,454,306,431,3691,1722,305,5,190,57
-0.240956538069979,137177,3,11,5,10,1,2938,5799,321,243,379,3668,1848,236,2,101,19
-0.25405660466613,137177,3,11,5,2,0,6692,13092,199,108,141,7549,3336,156,2,99,16
-0.146636058577689,137177,1,11,4,9,1,2566,5244,384,280,469,3834,1806,266,10,140,8
-0.133535991981537,137177,1,11,4,3,0,21176,54779,330,228,329,13858,5248,185,2,130,31
0.254225979264545,137177,3,11,3,10,0,4012,7955,550,319,477,4625,2218,403,3,270,38
-0.458417643566093,137177,1,11,3,3,0,1531,2838,212,189,1359,1210,690,143,3,30,6
-0.230476484793058,137059,1,11,2,11,1,2938,6056,374,283,483,4509,2078,287,2,107,17
0.542427444379877,137059,1,11,2,3,0,24720,37240,845,564,850,14475,8120,504,13,331,77
-0.322176950966118,137059,2,11,1,9,0,2219,4545,287,220,329,3189,1495,221,0,78,13
0.335446392160684,137059,3,11,1,3,0,4732,9303,607,352,518,6201,3136,445,9,301,32
-0.222616444835367,137059,3,11,7,9,0,2225,4239,310,216,289,2570,1389,233,2,111,16
-0.172836191769992,137059,2,11,7,4,0,2626,4943,316,213,299,3047,1605,244,2,124,22
-0.0758956989584709,137059,3,10,6,10,0,3090,5744,391,257,360,3521,1796,293,5,153,27
-0.390297297266105,137059,1,10,6,3,0,1101,2548,324,287,2418,1284,704,220,3,51,11
-0.188556271685373,137059,2,10,5,11,0,2819,5230,318,218,303,3128,1622,240,1,115,26
0.429766871652974,137020,2,10,5,3,1,12468,24917,2143,1966,2576,15850,7636,1661,7,310,61
0.566007564252949,137020,1,10,4,10,0,12776,21893,785,539,881,13272,7800,575,12,328,90
-0.560598163016074,137020,1,10,4,9,1,1357,2453,37,37,55,2154,1120,32,0,0,0
3.69954349405237,137020,2,10,4,3,0,68896,104952,2624,1326,1952,35707,19840,1354,26,1505,95
-0.353617110796881,137020,3,10,3,10,0,1711,3174,288,245,339,2226,1118,205,2,63,14
-0.516057936589159,137020,1,10,3,4,0,1388,2544,224,219,931,2161,1214,172,0,13,4
-0.371957204031493,137020,1,10,2,11,1,2645,5472,357,315,482,4485,2101,265,4,59,9
2.41573696762953,137020,1,10,2,4,0,70144,111745,3216,2628,4782,43671,20608,1542,42,955,139
0.0210447938530497,137020,3,10,1,11,0,3674,7221,452,330,487,3832,1890,328,9,181,32
0.0629650069607343,136736,2,10,1,4,0,9504,19556,1132,1032,1512,16018,7616,981,17,193,28
-0.172836191769992,136736,3,10,7,9,0,2426,4469,320,237,325,3120,1684,248,7,125,16
0.149425446495334,136736,2,10,7,3,0,13872,27468,2664,2570,3395,20198,10432,2252,4,217,50
-0.471517710162244,136736,1,10,6,10,0,1673,3655,338,324,1619,2598,1469,268,2,28,4
-0.196416311643064,136736,2,10,6,4,0,2428,4510,311,238,323,2888,1560,236,4,117,18
-0.306456871050736,136642,2,10,1,3,1,2227,4070,369,314,430,3227,1702,306,2,79,16
-0.516057936589159,136642,1,10,7,13,0,1592,2749,370,356,414,2551,1454,327,0,15,2
-0.544878083100692,136642,1,10,7,12,1,813,1568,323,319,387,1402,695,280,0,4,2
0.639367937191397,136642,1,10,7,12,0,32208,57472,1810,1490,2286,56149,31648,1724,1,431,26
-0.542258069781462,136642,1,10,7,11,0,729,1374,303,298,331,1284,650,262,0,7,0
-0.537018043143001,136642,1,10,7,10,0,834,1570,399,392,510,1390,704,351,0,7,2
-0.539638056462232,136393,1,10,7,10,0,786,1573,263,257,318,1401,660,222,0,6,2
0.0472449270453526,136393,2,10,7,9,0,15816,30514,2733,2654,3289,23584,11912,2361,6,186,40
-0.550118109739153,136393,1,10,7,8,0,619,1096,257,254,292,951,516,217,1,1,2
-0.544878083100692,136393,1,10,7,7,0,617,1071,229,223,265,935,521,191,1,3,2
-0.537018043143001,136393,1,10,7,5,0,677,1240,236,228,264,1098,580,196,0,7,2
0.0734450602376554,136393,3,10,7,3,0,3366,6647,474,345,495,3180,1674,385,3,198,41
-0.534398029823771,136393,1,10,6,13,0,747,1443,226,220,287,1252,632,194,0,9,1
-0.547498096419923,136393,1,10,6,13,0,645,1117,195,192,224,989,554,166,0,4,1
-0.552738123058383,136393,1,10,6,12,0,754,1510,206,205,252,1430,690,175,0,3,0
-0.534398029823771,136393,1,10,6,11,0,910,1673,207,201,247,1503,782,176,0,8,2
-0.534398029823771,136393,1,10,6,9,0,3906,8239,868,863,2632,7736,3768,774,0,7,3
-0.534398029823771,136393,1,10,6,9,0,659,1158,199,194,239,1041,576,169,1,7,2
-0.52915800318531,136393,1,10,6,8,0,652,1331,214,206,249,1249,588,182,0,11,1
-0.471517710162244,136393,1,10,6,6,0,861,1565,214,192,239,1351,717,180,2,28,4
-0.382437257308414,136393,1,10,6,2,0,3690,7659,424,388,644,6951,3290,377,0,56,12
-0.43483752369302,136393,1,10,5,10,0,4664,9463,204,182,251,7196,3324,173,0,32,16
-0.458417643566093,136013,1,10,5,8,0,1080,2427,210,189,249,2195,934,184,4,32,3
-0.15711611185461,136013,2,10,5,3,0,8896,17202,1480,1426,1932,13838,7020,1292,0,129,25
-0.298596831093045,136013,1,10,4,10,1,4018,8617,428,374,616,6677,2992,351,4,77,19
-0.031355472531556,136013,1,10,4,3,0,68992,229733,1032,975,1345,17842,8032,635,15,143,44
0.133705366579952,136013,3,10,3,10,0,13152,25666,2543,2438,3179,20547,10280,2278,2,227,36
2.08299527608729,136013,2,10,3,2,1,31136,59964,6164,5934,9237,35977,18048,4376,60,859,90
0.610547790679864,136013,3,10,2,10,1,16776,39549,714,440,720,11860,6200,590,10,377,60
-0.421737457096869,136013,1,10,2,3,1,50736,140432,1462,1450,8308,46252,15552,1275,3,41,9
-0.309076884369966,136013,1,10,1,10,1,5324,11040,528,483,861,8627,4054,448,6,76,14
-0.0261154458930954,136013,3,10,1,3,0,18120,44940,421,282,463,4401,2616,327,0,189,15
-0.314316911008427,135713,3,10,7,10,0,2291,3960,303,243,325,3020,1723,253,0,80,14
-0.0916157788738526,135713,2,10,7,4,0,10744,20691,1967,1877,2201,17502,8964,1834,3,148,28
-0.468897696843014,135713,1,10,6,11,1,3616,6887,111,90,118,4263,2138,93,0,24,11
0.400946725141441,135713,1,10,6,4,0,39984,112830,2105,1921,3932,70249,21328,1609,24,302,41
-0.0365954991700166,135713,2,10,5,11,0,4010,7444,477,370,534,4406,2362,354,2,166,32
0.628887883914476,135713,2,10,5,4,1,6564,12097,806,602,957,7682,4024,563,47,358,49
-0.0549355924046286,135713,1,10,4,10,0,8612,20151,813,727,1390,16890,7208,630,7,161,25
0.453346991526047,135713,2,10,4,1,0,5568,10282,746,545,867,5696,3162,537,13,319,55
-0.377197230669954,135700,2,9,3,7,0,1685,2999,322,295,424,1794,953,237,0,54,16
-0.133535991981537,135700,2,9,2,11,0,3756,7094,469,408,613,4935,2556,365,16,117,30
-0.201656338281525,135700,3,9,2,2,0,2656,4862,390,309,445,3273,1722,309,1,115,21
0.0996451934299583,135700,2,9,1,10,0,5086,9493,622,509,757,6200,3298,489,30,187,35
-0.303836857731506,135617,2,9,1,3,1,2055,3915,346,288,412,2970,1507,277,1,84,13
0.510987284549113,135617,3,9,7,9,0,9384,14948,757,452,652,11148,7020,604,6,363,40
0.178245593006867,135617,2,9,7,3,0,3992,7255,598,447,688,4428,2420,435,6,244,32
0.513607297868344,135617,3,9,6,10,0,7512,13633,769,614,951,5503,3260,530,22,290,98
0.193965672922249,135617,2,9,6,4,0,11096,21080,1843,1724,2106,16095,8120,1604,4,243,41
-0.214756404877676,135428,2,9,5,3,1,2790,4879,435,360,513,3501,1999,351,0,113,19
-0.34051704420073,135428,1,9,4,10,1,13856,37716,519,450,672,26832,9064,389,2,77,5
0.898749255795196,135428,3,9,4,2,1,10748,19724,892,498,719,13674,7624,704,8,485,64
4.61130812914451,135428,1,9,3,10,0,41984,68290,3370,2420,4074,34802,20928,2126,144,1622,208
-0.243576551389209,135428,2,9,3,2,1,2522,4583,455,390,547,3031,1674,333,6,99,16
0.0079447272568982,135195,3,9,2,9,0,4480,8039,572,430,599,5014,2704,416,3,188,26
-0.461037656885323,135195,1,9,2,2,0,1543,2874,360,334,463,2373,1228,267,2,30,6
0.0367648737684314,135195,2,9,1,10,0,21256,41906,4840,4754,5906,35455,17592,4318,38,163,27
0.0289048338107406,135195,1,9,1,4,0,4484,7829,545,424,629,4208,2412,382,6,179,40
0.0760650735568857,135195,2,9,7,3,0,4398,8105,584,446,669,4799,2616,431,5,204,34
-0.0654156456815498,135195,2,9,6,10,1,13216,24738,2675,2584,2969,19599,10232,2342,2,165,22
2.51529747376028,135195,3,9,6,3,1,22304,37159,1805,984,1618,22864,13304,1349,29,1047,98
0.162525513091485,135195,1,9,5,11,0,6208,10830,644,473,678,6866,4016,495,2,234,40
0.222785819433782,135195,2,9,5,2,0,4518,8533,626,482,729,4215,2254,439,7,250,42
-0.0523155790853983,135195,2,9,4,10,0,3582,6518,537,430,597,3857,2124,404,4,154,36
-0.0392155124892469,134879,2,9,4,4,1,9124,17776,1476,1397,1797,13887,7092,1331,20,150,29
-0.261916644623821,134879,1,9,3,10,0,14152,38806,631,549,836,19409,6632,404,4,102,8
0.149425446495334,134879,3,9,3,2,1,4260,7989,588,435,622,4578,2432,436,1,226,44
0.676048123660621,134879,1,9,2,10,0,30624,56950,2080,1956,3253,32033,15744,1376,6,345,121
-0.324796964285348,134879,2,9,2,3,0,2363,4223,393,348,476,3332,1788,297,11,68,11
-0.371957204031493,134879,1,9,1,10,0,2232,4005,374,335,458,3247,1740,278,0,62,10
0.128465339941491,134879,2,9,1,6,0,4048,7217,544,405,602,4046,2280,368,5,223,35
-0.385057270627645,134879,2,9,7,10,0,1804,2968,330,280,352,2293,1354,234,0,61,6
-0.25405660466613,134879,3,9,7,4,1,2351,4028,371,298,392,3112,1791,288,1,104,12
-0.130915978662307,133679,2,9,2,10,0,3100,5388,518,422,609,3927,2274,367,3,146,15
-0.24881657802767,133679,3,9,2,3,1,2360,4004,436,365,486,2757,1603,300,2,102,15
1.5825727321143,133679,3,8,1,10,0,19648,33643,1359,695,990,24034,13528,1020,9,766,43
-0.377197230669954,133679,2,8,1,4,0,2295,3721,377,324,402,3121,1882,269,0,63,7
-0.212136391558446,133594,2,8,7,10,1,3934,6330,512,437,599,5010,3082,384,3,113,17
0.723208363406767,133594,1,8,7,3,0,34512,76659,1666,1333,1977,54860,22816,1278,6,442,42
0.304006232329921,133594,2,8,6,10,0,5282,8730,703,530,772,5123,3244,470,9,278,43
-0.369337190712263,133594,1,8,6,8,0,1809,3130,399,359,494,2541,1435,289,2,64,7
-0.403397363862257,133594,2,8,5,13,0,1920,3124,365,331,428,2541,1519,251,1,52,7
-0.476757736800705,133451,1,8,4,9,1,1954,3530,356,333,443,3295,1772,252,0,30,2
2.819219018791,132817,3,8,4,10,0,33536,64850,1954,1016,1678,50076,24448,1564,33,1155,102
-0.125675952023846,132817,2,8,4,3,1,4204,7191,498,408,596,5161,2974,387,2,139,25
-0.442697563650711,132817,1,8,3,9,0,3376,6557,428,409,631,5700,2806,331,0,40,5
-0.377197230669954,132817,2,8,3,2,1,9236,16054,1151,1130,1560,14014,7880,1075,2,53,15
0.0760650735568857,132817,3,8,2,10,0,72864,205934,946,759,1158,122474,30912,646,4,220,19
-0.214756404877676,132817,3,8,2,3,0,3358,5682,394,323,523,4200,2426,298,2,114,16
-0.450557603608402,132201,1,8,1,12,1,3254,5644,371,344,513,5069,2846,283,0,39,3
1.87863423718732,132201,1,8,1,3,0,50640,121234,2240,1577,2779,92348,34880,1790,4,859,68
-0.136156005300767,132201,2,8,7,10,0,3734,6218,529,434,794,4831,2868,389,5,137,20
-0.387677283946875,132201,3,8,7,3,0,2594,4220,347,315,529,3418,2067,248,1,54,11
-0.303836857731506,132201,2,8,6,10,1,2232,3772,376,322,440,2205,1306,257,2,74,22
-0.280256737858433,132201,3,8,6,3,1,22120,54734,979,906,1751,46700,17528,796,6,98,3
0.191345659603018,132201,3,8,5,10,0,7980,12978,630,398,521,9342,5372,467,2,264,21
-0.42959749705456,132201,2,8,5,1,0,1659,2845,345,321,424,1604,915,239,3,36,11
-0.52129796322762,132201,3,8,4,11,1,1006,1594,277,268,354,1055,651,187,1,11,3
0.670808097022161,132201,3,8,4,3,1,12728,21685,844,461,683,15779,8844,657,4,435,31
-0.230476484793058,131956,1,8,3,10,0,28880,64746,1062,991,1971,40181,15808,740,2,114,10
-0.487237790077626,131956,2,8,3,4,0,1330,2327,363,351,433,1475,827,230,2,17,9
-0.411257403819948,131956,2,8,2,12,0,14424,26000,304,286,383,25539,14056,291,41,15,1
-0.298596831093045,131956,1,8,2,7,0,14200,26728,1393,1354,3214,25610,13376,1233,3,87,10
0.149425446495334,131956,3,8,1,12,0,5746,9874,769,632,1063,7407,4288,584,16,227,28
-0.309076884369966,131956,2,8,1,4,0,2540,4372,389,330,458,3655,2063,279,2,86,8
-0.0051553393392531,131956,3,8,7,10,0,4324,7241,548,431,676,4972,3008,401,6,179,27
-0.335277017562269,131808,2,8,7,4,0,8260,14305,997,953,1211,12905,7360,956,1,74,11
0.497887217952962,131808,2,8,6,10,1,20168,35904,3370,3244,5106,26881,15056,2806,18,332,54
-0.290736791135354,131808,1,8,6,6,0,5046,9084,528,477,906,7723,4184,421,2,80,21
-0.243576551389209,131808,2,7,5,14,0,15296,25269,2827,2781,3627,22103,13296,2602,9,95,17
0.0079447272568982,131728,3,7,5,8,1,3414,6369,473,342,525,4518,2390,360,3,188,26
-0.230476484793058,131728,1,7,4,10,1,95424,252207,699,575,882,78287,22016,417,6,109,11
0.634127910552937,131728,2,7,4,3,0,14824,21863,868,591,966,13498,8560,650,64,367,25
-0.219996431516137,131630,2,7,3,13,0,3504,5699,444,374,497,4487,2730,348,9,102,19
-0.206896364919985,131630,3,7,2,23,0,2822,5058,424,351,486,3681,2020,327,2,113,20
-0.261916644623821,131630,3,7,2,13,0,2973,5063,356,297,415,3764,2208,266,0,94,20
-0.505577883312238,131630,2,7,2,6,1,10824,20573,135,126,153,20030,10384,126,6,14,1
-0.419117443777638,131630,1,7,1,11,0,4592,6691,320,289,423,3238,2100,222,1,43,10
-0.24619656470844,131630,2,7,1,5,0,3176,5278,372,319,577,3993,2426,279,1,98,21
-0.516057936589159,131300,2,7,7,10,0,10956,19279,128,119,130,18838,10564,123,3,13,1
0.20968575283763,131300,3,7,7,4,0,10888,19744,913,783,1370,14425,8048,722,12,237,45
-0.196416311643064,131300,2,7,6,10,0,3594,6316,424,354,530,4319,2468,309,4,112,23
-0.225236458154597,131300,1,7,6,2,0,3384,6166,451,395,561,4708,2508,344,2,101,25
-0.0732756856392406,130791,2,7,5,11,1,4096,7200,487,406,723,4911,2826,355,10,145,31
1.07429014818362,130791,3,7,5,3,0,19968,35161,1016,592,909,26701,14792,757,6,535,83
-0.183316245046913,130791,1,7,4,11,0,4892,8499,536,460,721,7389,4206,428,4,118,22
0.93804945558365,130791,2,7,4,6,0,17360,33613,2573,2448,6017,23338,11800,1905,9,484,79
0.510987284549113,130791,1,7,3,11,1,21872,40413,3872,3822,7327,24667,12920,2218,18,315,76
16.0345662009886,130791,2,7,3,5,1,180480,319133,8072,4010,6242,108752,51456,3316,372,5172,790
-0.06803565900078,130791,1,7,2,13,0,44464,66824,1052,930,1571,22904,14080,559,4,154,30
-0.330036990923809,130791,2,7,2,8,0,2881,5188,550,503,730,3840,2040,323,0,73,15
-0.259296631304591,129600,2,7,1,12,0,3460,6503,541,482,667,4371,2260,314,0,96,19
-0.2514365913469,129600,3,7,1,6,0,3406,5656,571,512,731,4446,2598,355,1,98,19
-0.382437257308414,129600,2,7,7,11,1,2602,4349,479,444,588,3342,1946,287,1,53,14
